School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,School_type,Color
92,98,91,55,94,1,2
97,90,92,94,53,1,2
92,93,94,79,40,1,2
96,93,99,63,86,2,2
94,98,96,48,75,2,2
91,97,91,93,55,2,2
98,92,90,72,71,2,2
98,99,94,66,58,2,2
93,98,98,76,74,1,2
95,95,91,47,69,1,2
92,91,96,53,99,1,2
99,90,95,62,89,1,2
95,95,93,43,86,2,2
96,99,96,60,96,1,2
95,99,99,78,43,2,2
93,95,93,69,81,2,2
97,98,91,94,73,1,1
97,91,92,44,82,2,2
97,97,99,80,61,2,2
96,93,97,68,74,2,2
94,94,90,53,40,2,3
94,98,91,63,84,2,2
99,98,98,51,40,1,2
95,94,97,62,78,2,2
94,95,96,49,72,2,2
98,92,90,53,89,1,2
90,97,92,52,57,1,2
97,91,95,76,84,1,2
91,94,91,65,48,1,2
95,96,94,86,57,2,2
95,95,96,41,79,1,2
90,94,95,79,94,2,1
94,97,91,61,56,2,2
99,94,98,57,80,2,2
94,91,98,77,95,2,1
98,93,91,85,53,1,2
97,91,95,55,64,1,2
98,97,97,89,52,1,2
90,91,92,67,82,2,2
98,99,90,70,64,1,2
95,99,92,88,83,2,1
94,99,94,82,58,1,2
93,99,90,98,69,2,2
95,91,98,53,87,1,2
95,97,99,84,76,2,1
98,95,91,59,96,2,2
96,94,90,50,62,2,2
99,93,92,80,85,2,2
91,90,96,42,77,2,2
96,92,92,43,70,2,2
94,96,91,79,69,1,2
98,91,90,67,59,2,2
95,97,94,61,60,2,2
98,92,93,54,81,1,2
91,94,95,91,71,1,2
91,97,96,85,63,1,2
90,90,97,46,57,1,2
96,91,98,76,63,2,2
95,98,91,56,60,2,2
98,94,93,91,84,1,1
94,94,98,43,44,1,3
97,90,96,73,77,1,2
93,90,90,73,76,2,2
98,97,90,44,92,2,2
90,93,91,42,44,2,3
96,92,96,45,40,2,3
93,91,95,59,73,1,2
92,92,99,63,98,1,2
95,96,94,92,77,1,1
99,95,95,81,67,2,2
91,93,97,61,96,1,2
90,97,93,52,51,1,2
98,97,95,73,94,1,1
97,99,97,58,96,1,2
91,98,91,40,65,1,2
98,91,97,46,85,1,2
93,95,97,49,53,1,2
93,91,98,74,92,2,2
95,98,92,69,93,2,2
90,98,95,94,51,2,2
93,90,91,66,65,1,2
90,93,93,58,85,2,2
92,91,93,90,51,1,2
99,91,98,56,99,2,2
94,94,94,53,60,1,2
99,96,92,76,59,1,2
96,94,91,63,49,2,2
93,90,96,75,60,2,2
97,91,97,89,85,1,1
93,95,92,88,99,2,1
95,98,99,47,50,1,2
91,91,92,69,68,1,2
90,97,99,63,96,2,2
96,99,99,60,51,1,2
96,92,95,41,56,2,2
92,96,94,45,98,1,2
91,90,95,71,94,1,2
95,91,97,60,62,1,2
91,97,95,77,89,2,2
99,90,96,60,89,2,2
99,95,90,88,60,2,2
90,90,98,42,49,2,3
93,96,96,45,98,2,2
97,94,95,78,86,1,1
99,90,90,40,96,1,2
97,95,97,64,75,1,2
93,91,90,68,90,1,2
99,99,91,62,68,2,2
96,95,97,73,43,1,2
93,94,95,64,99,2,2
97,97,93,59,85,2,2
92,96,93,45,50,1,2
91,95,91,92,92,1,1
97,90,98,52,70,2,2
96,97,94,45,57,1,2
90,90,92,67,84,1,2
97,96,90,60,64,2,2
91,97,98,72,90,1,2
91,91,93,42,98,1,2
93,98,96,56,42,2,2
93,91,97,57,43,1,2
90,91,99,97,88,1,1
99,96,97,82,68,1,2
94,97,98,92,78,1,1
95,94,96,88,84,2,1
92,94,95,46,74,2,2
96,95,91,88,53,2,2
91,96,95,78,71,1,2
99,99,96,74,61,1,2
90,92,90,40,88,2,2
90,97,98,52,91,1,2
93,97,99,50,84,1,2
96,96,93,41,66,1,2
91,92,94,54,73,2,2
93,96,95,97,67,1,2
99,97,97,42,54,2,2
94,95,99,78,98,2,1
94,96,95,75,81,2,2
94,96,94,41,73,2,2
97,99,96,55,49,2,2
92,94,92,98,44,1,2
98,97,96,55,41,2,2
92,95,93,46,89,1,2
93,90,92,48,48,1,3
98,93,92,44,86,2,2
96,95,93,57,57,1,2
96,90,90,58,55,1,2
96,95,93,66,61,2,2
98,92,90,73,57,2,2
90,90,95,62,73,1,2
90,97,97,45,87,1,2
93,93,93,74,42,1,2
92,99,99,86,67,2,2
90,96,96,65,87,2,2
97,98,94,99,97,2,1
94,90,97,97,67,1,2
90,93,93,65,48,1,2
94,95,93,72,82,1,2
97,92,99,49,60,2,2
94,97,98,65,96,2,1
99,95,97,56,47,1,2
94,95,97,73,56,2,2
96,94,95,94,86,2,1
93,92,98,52,43,2,2
96,96,95,47,63,1,2
90,96,96,98,98,1,1
93,91,99,57,74,1,2
98,98,95,62,51,2,2
97,96,94,69,62,1,2
91,96,94,90,86,2,1
90,90,98,96,82,1,1
90,97,96,98,61,1,2
96,95,98,98,56,2,2
97,95,92,89,80,1,1
93,90,92,68,75,2,2
93,97,95,95,76,1,1
97,97,93,93,72,2,1
98,98,99,58,60,1,2
93,98,93,69,60,2,2
96,96,94,96,68,2,1
90,90,96,66,88,1,2
96,97,92,60,96,2,2
94,96,93,79,55,2,2
98,98,97,65,71,2,2
92,93,96,69,49,1,2
92,92,99,84,85,2,1
95,93,97,69,68,1,2
92,97,97,96,88,1,1
94,95,94,44,85,2,2
91,92,92,58,95,1,2
91,99,96,82,41,1,2
93,92,92,50,45,1,3
92,94,90,42,95,2,2
96,96,93,42,74,1,2
93,99,94,43,47,2,2
98,96,96,80,87,1,1
95,94,94,46,44,1,3
97,98,98,69,85,1,2
92,91,97,95,93,2,1
91,95,97,80,58,1,2
94,93,98,71,43,2,2
92,99,94,96,41,2,2
92,96,97,80,73,2,2
99,91,93,71,83,1,2
92,98,90,57,48,2,2
90,90,99,91,68,1,2
95,92,94,57,56,1,2
93,92,94,47,47,1,3
92,91,92,80,65,2,2
91,98,95,74,83,1,2
93,90,95,86,79,1,2
90,93,97,77,60,1,2
92,95,93,67,40,2,2
90,95,97,44,74,2,2
99,93,91,46,70,2,2
92,94,92,49,98,2,2
90,95,94,56,85,1,2
99,97,97,61,66,1,2
95,95,93,82,84,1,2
91,90,90,87,89,2,2
95,92,91,79,80,1,2
99,96,98,66,57,2,2
94,95,98,81,78,2,2
90,90,98,81,51,2,2
97,97,99,47,92,2,2
95,94,96,58,71,2,2
97,95,94,41,41,2,3
93,96,95,71,51,2,2
92,90,99,77,72,1,2
99,97,90,71,62,2,2
93,96,91,98,40,2,2
95,98,91,61,72,2,2
97,98,95,55,97,2,2
97,91,98,64,98,2,2
96,90,99,85,42,1,2
91,93,95,59,79,1,2
95,94,90,85,45,2,2
96,94,99,85,87,1,1
92,94,95,57,88,1,2
99,93,99,91,70,2,1
99,96,90,88,59,2,2
98,97,91,41,66,1,2
95,98,91,80,90,1,1
93,93,92,40,50,1,3
93,91,91,64,50,2,2
95,98,98,97,60,1,2
97,94,95,66,46,1,2
94,91,99,92,66,1,2
94,98,97,75,67,2,2
95,97,99,86,91,2,1
99,96,92,82,47,1,2
91,92,97,50,77,1,2
94,99,99,94,96,1,1
94,97,98,80,50,1,2
99,98,91,75,99,1,1
93,99,90,47,49,1,2
91,99,99,93,70,1,1
95,96,95,66,63,1,2
91,91,95,65,91,2,2
94,91,96,82,78,2,2
94,92,94,69,44,1,2
99,95,92,64,56,1,2
92,98,96,47,77,1,2
90,98,98,53,52,2,2
90,91,90,88,54,2,2
95,95,90,70,84,1,2
92,94,95,63,72,1,2
90,97,99,58,65,2,2
91,90,97,97,91,2,1
99,91,95,41,75,1,2
97,93,99,82,58,2,2
94,93,98,98,88,1,1
98,99,91,57,90,2,2
95,99,94,40,48,1,2
90,99,90,63,97,2,2
95,92,97,92,63,1,2
95,91,90,41,48,1,3
97,99,98,85,51,1,2
98,98,91,69,56,1,2
91,91,95,57,44,2,2
99,91,97,48,89,1,2
98,91,98,85,89,1,1
91,93,90,68,49,1,2
99,99,95,64,40,1,2
99,99,99,79,95,2,1
90,96,91,88,74,2,2
98,98,90,79,91,2,1
92,90,92,96,70,2,2
96,91,95,70,44,1,2
92,96,97,99,61,1,2
98,94,92,60,57,2,2
96,98,95,90,80,1,1
95,98,99,87,78,1,1
94,90,90,55,90,2,2
92,99,94,59,78,2,2
97,91,98,55,76,1,2
98,94,91,76,86,2,2
93,94,94,72,40,2,2
97,94,91,76,69,1,2
94,91,99,69,57,1,2
95,95,92,90,40,2,2
94,91,92,76,56,2,2
92,92,92,55,41,2,3
97,91,98,80,67,2,2
90,99,93,76,84,1,2
92,99,94,88,72,1,2
96,99,92,72,97,2,1
94,93,96,61,72,1,2
91,99,90,62,78,1,2
91,99,90,78,74,1,2
95,93,98,63,96,1,2
97,93,90,94,92,2,1
95,97,95,40,85,1,2
93,97,96,47,59,1,2
95,93,93,53,75,1,2
98,97,91,79,67,1,2
97,99,94,79,76,2,2
98,98,90,54,71,1,2
96,90,91,92,86,1,1
93,98,96,60,87,2,2
94,91,93,90,89,2,1
99,90,91,82,74,1,2
95,92,91,93,84,1,1
96,90,98,87,64,1,2
90,92,91,73,55,2,2
93,92,94,62,58,1,2
90,90,95,42,61,1,2
97,96,95,54,96,1,2
94,92,98,55,93,2,2
97,98,91,82,91,1,1
92,93,92,86,70,1,2
93,90,95,83,92,1,1
95,96,98,89,44,1,2
92,96,98,80,87,1,1
96,94,90,79,46,1,2
92,96,94,47,58,1,2
96,92,96,85,62,1,2
95,94,95,90,67,2,2
93,95,99,75,74,2,2
98,92,96,46,52,2,2
92,90,98,95,61,2,2
96,91,91,51,46,1,2
99,96,99,51,40,1,2
96,90,95,74,58,2,2
93,92,91,70,77,1,2
93,91,90,92,64,1,2
91,99,94,75,44,2,2
99,94,99,77,65,1,2
96,95,98,94,93,1,1
97,95,91,96,64,1,2
98,96,99,62,46,2,2
99,96,94,40,83,2,2
98,97,98,55,69,2,2
90,96,91,55,90,1,2
90,91,99,78,83,2,2
97,91,97,52,94,2,2
96,98,92,69,80,2,2
93,90,93,72,78,1,2
91,96,96,89,43,1,2
94,93,96,77,48,1,2
90,94,98,46,66,1,2
91,94,90,40,91,1,2
91,91,98,49,77,2,2
90,93,97,98,90,1,1
96,90,95,54,62,1,2
98,95,93,78,93,2,1
98,90,92,79,80,1,2
90,94,99,43,76,1,2
92,90,94,72,59,1,2
92,90,93,71,83,1,2
96,93,99,95,92,1,1
96,96,93,73,82,1,2
97,96,94,86,78,1,1
98,94,95,80,41,2,2
91,91,91,44,77,2,2
97,98,90,78,86,1,2
99,96,95,61,52,2,2
96,98,90,76,57,1,2
95,95,92,74,68,1,2
97,96,98,45,62,1,2
94,97,98,41,41,2,3
96,95,94,69,40,1,2
94,94,94,54,80,1,2
99,93,99,89,57,1,2
92,91,97,73,73,2,2
95,94,98,56,65,1,2
90,99,94,79,87,2,2
92,95,96,50,59,1,2
96,91,94,92,89,1,1
97,93,96,71,43,2,2
95,98,90,93,76,1,1
96,90,97,40,81,1,2
92,95,95,80,46,1,2
92,94,90,66,67,2,2
99,95,90,49,87,2,2
94,91,90,72,72,1,2
97,95,97,95,69,2,1
96,90,92,51,59,1,2
93,92,98,97,79,2,1
91,91,96,73,41,2,2
94,90,99,47,63,2,2
99,99,95,40,69,1,2
99,99,92,44,99,1,2
92,99,92,75,88,1,2
98,91,94,82,82,1,2
97,97,97,85,41,2,2
99,97,99,92,42,1,2
91,91,97,85,87,2,1
91,96,98,95,90,2,1
97,92,97,86,90,1,1
99,97,96,70,54,1,2
90,93,90,64,50,1,2
92,91,92,92,67,1,2
91,96,99,94,59,2,2
96,90,98,95,90,1,1
99,90,90,66,59,1,2
91,96,92,69,52,2,2
99,97,95,56,61,1,2
94,91,93,88,64,1,2
95,98,95,76,41,2,2
92,99,90,58,84,1,2
98,93,97,81,89,2,1
95,97,91,84,90,1,1
96,96,91,83,44,1,2
93,96,92,91,96,1,1
90,92,97,47,72,1,2
91,93,93,61,56,1,2
93,98,94,91,57,2,2
98,92,99,92,86,2,1
91,96,98,72,99,1,1
93,99,95,97,45,2,2
97,90,93,90,51,2,2
90,96,90,53,52,1,2
94,98,99,97,55,2,2
92,96,98,79,91,1,1
90,94,91,80,46,2,2
96,90,90,96,67,1,2
92,95,95,63,43,2,2
94,97,98,81,85,2,1
97,93,97,90,53,1,2
97,93,90,48,43,2,3
94,93,99,84,73,2,2
98,99,94,82,72,2,2
99,95,94,62,94,1,2
94,90,92,83,76,1,2
90,98,96,57,82,1,2
90,94,97,51,54,2,2
93,93,90,81,62,1,2
91,96,93,87,69,1,2
90,92,93,80,43,1,2
92,99,95,48,90,1,2
97,91,99,52,65,2,2
96,99,92,63,41,2,2
92,91,97,79,93,2,1
91,94,92,87,64,1,2
94,97,95,78,97,1,1
98,93,99,79,83,1,1
95,91,91,81,75,1,2
98,98,97,81,75,2,2
92,95,91,55,94,1,2
97,91,97,91,65,1,2
92,97,97,83,83,2,1
93,95,90,68,72,1,2
99,98,97,79,72,2,2
93,92,99,59,88,1,2
97,99,91,86,71,1,2
99,99,99,60,64,2,2
91,94,99,51,70,1,2
94,93,93,43,66,2,2
99,93,91,93,55,2,2
91,94,94,76,76,1,2
93,92,95,73,97,2,1
99,91,90,82,64,1,2
96,92,97,45,78,1,2
98,99,97,98,86,2,1
99,95,96,52,44,2,2
98,95,96,44,47,1,2
99,94,96,75,63,2,2
92,90,96,82,84,2,2
92,93,98,53,68,2,2
98,94,99,49,82,1,2
99,92,90,99,54,2,2
94,98,92,83,45,1,2
97,96,92,67,72,2,2
97,99,92,71,79,1,2
98,95,95,47,45,2,2
92,95,98,45,40,2,3
90,94,90,61,64,2,2
99,92,95,52,76,1,2
92,99,99,59,85,1,2
96,90,96,61,66,2,2
94,98,98,69,54,1,2
90,92,93,89,96,1,1
92,99,93,90,51,1,2
93,94,97,70,76,1,2
99,98,92,49,50,2,2
95,93,92,42,62,1,2
92,93,97,50,70,2,2
94,91,94,52,48,1,2
93,96,96,53,60,2,2
91,99,93,90,56,1,2
95,97,99,81,96,1,1
95,93,99,87,57,1,2
95,91,95,54,52,2,2
99,92,95,88,82,2,1
95,94,91,41,55,1,2
95,92,90,91,67,2,2
99,93,99,76,83,2,1
92,90,95,83,98,2,1
90,95,95,67,92,1,2
98,95,91,53,70,1,2
98,93,94,72,43,1,2
91,92,95,81,80,1,2
90,99,95,77,98,1,1
98,90,98,74,52,1,2
94,99,92,95,89,1,1
92,90,97,88,59,1,2
96,98,97,48,88,1,2
93,95,95,77,90,2,1
91,91,95,42,97,2,2
92,97,93,42,44,1,3
90,94,98,52,92,1,2
98,94,92,63,59,2,2
98,94,93,78,52,2,2
97,95,92,93,60,1,2
96,93,96,49,48,1,2
93,91,98,51,82,1,2
97,98,93,50,61,1,2
94,92,90,87,43,1,2
99,97,96,72,52,2,2
90,97,98,62,63,2,2
94,90,98,93,61,1,2
90,97,91,71,42,2,2
98,92,96,86,46,1,2
91,95,96,50,87,1,2
96,97,96,58,64,1,2
95,94,90,95,57,1,2
99,96,95,96,97,2,1
93,98,95,63,99,1,2
92,93,94,79,48,1,2
98,90,98,71,98,1,1
92,99,91,71,55,1,2
99,98,90,60,87,2,2
97,90,93,41,44,1,3
94,90,95,96,42,1,2
91,97,96,80,65,1,2
92,93,97,49,90,2,2
94,99,90,60,85,2,2
96,98,97,84,79,2,1
97,94,96,70,97,2,1
91,92,98,92,90,1,1
97,91,99,61,99,2,2
93,94,90,42,84,1,2
91,95,98,44,93,1,2
90,99,92,91,62,1,2
99,94,90,96,73,2,1
95,96,97,45,91,2,2
90,92,93,96,97,1,1
95,98,90,63,95,2,2
90,96,91,62,91,1,2
99,92,90,79,41,1,2
93,95,95,97,48,2,2
97,90,90,65,60,2,2
97,97,91,96,57,1,2
97,94,93,72,43,2,2
98,90,96,60,63,1,2
92,94,90,95,67,1,2
96,94,99,94,44,2,2
93,95,91,98,88,1,1
94,97,96,88,40,1,2
95,98,97,83,92,2,1
93,93,93,60,63,1,2
95,96,98,90,58,2,2
98,92,97,90,76,1,1
92,95,91,63,88,2,2
91,98,92,55,98,1,2
94,92,91,65,99,1,2
98,95,92,45,64,2,2
91,94,94,64,47,2,2
92,90,92,99,66,2,2
93,93,98,70,69,1,2
97,90,92,52,89,1,2
95,96,90,92,63,2,2
96,92,97,63,59,1,2
92,99,91,60,67,1,2
98,92,97,71,91,2,2
90,97,90,98,82,1,1
97,95,95,44,75,2,2
98,94,99,81,52,1,2
93,92,90,79,41,2,2
92,91,93,42,85,2,2
91,95,98,64,79,2,2
94,98,97,82,70,2,2
90,92,99,66,81,1,2
98,97,96,83,53,1,2
97,98,97,75,74,2,2
98,97,91,55,64,1,2
94,99,92,55,86,2,2
93,91,99,89,47,1,2
97,93,96,58,90,1,2
99,92,99,55,83,1,2
90,94,98,83,73,2,2
92,91,92,85,59,1,2
99,94,97,49,93,2,2
97,96,93,69,56,2,2
91,98,93,86,54,2,2
93,93,95,63,98,2,2
90,99,95,72,96,2,1
97,94,96,82,89,2,1
94,99,97,74,89,1,1
98,92,93,94,70,2,2
99,98,97,85,88,1,1
93,94,92,49,86,1,2
92,96,96,83,96,1,1
90,91,90,83,75,1,2
90,94,94,42,85,2,2
96,94,95,72,73,2,2
99,94,90,80,63,2,2
93,99,93,91,91,2,1
90,94,94,79,92,2,2
92,92,90,97,48,1,2
93,96,97,72,98,2,1
99,95,96,84,98,1,1
92,92,99,95,44,2,2
98,98,93,47,40,1,2
97,94,99,75,47,1,2
99,94,97,44,53,2,2
91,96,95,59,78,1,2
99,93,90,59,82,1,2
92,90,99,47,47,2,2
96,96,93,84,45,1,2
92,90,92,64,68,2,2
92,91,94,56,52,2,2
91,94,93,63,54,2,2
96,96,98,48,99,2,2
98,96,95,47,77,1,2
98,90,98,95,49,1,2
96,99,98,43,46,1,2
96,94,90,89,69,2,2
99,90,95,91,52,2,2
92,91,91,70,94,2,2
92,94,99,40,46,2,3
98,97,95,73,73,2,2
91,98,97,96,58,2,2
93,97,91,94,54,1,2
96,92,94,51,98,1,2
99,92,91,73,42,2,2
91,93,94,45,82,1,2
95,98,93,40,72,2,2
98,90,99,90,43,1,2
93,93,98,96,99,1,1
91,95,92,64,66,2,2
93,93,99,75,79,2,2
96,98,99,92,71,1,1
93,99,95,67,97,2,1
94,93,94,96,97,2,1
95,93,96,54,66,1,2
95,94,92,61,48,2,2
93,92,90,70,53,1,2
96,90,98,51,56,1,2
91,98,96,99,68,2,1
97,92,94,87,94,2,1
97,95,92,56,47,2,2
97,94,92,97,43,2,2
93,92,91,60,50,1,2
99,98,98,88,91,2,1
90,97,97,65,85,1,2
99,98,95,60,85,2,2
92,90,93,50,57,1,2
98,95,93,45,68,1,2
91,98,97,50,68,2,2
93,94,95,48,41,1,3
99,93,90,75,44,2,2
94,94,94,80,51,1,2
94,95,90,70,81,1,2
94,97,91,71,49,1,2
97,93,98,44,57,1,2
94,91,96,54,97,1,2
96,95,90,97,84,1,1
93,99,99,53,54,1,2
90,99,99,85,67,2,2
99,94,98,73,85,2,2
94,98,98,98,60,1,2
92,94,94,41,84,2,2
96,97,97,71,92,1,1
94,90,95,51,62,1,2
91,92,99,58,44,2,2
93,96,99,97,52,2,2
93,98,98,59,44,2,2
97,92,91,41,96,1,2
97,98,92,49,55,1,2
99,91,93,78,56,1,2
98,92,92,44,94,1,2
98,97,97,41,83,2,2
96,92,91,97,91,1,1
94,91,93,76,99,1,1
90,90,91,93,59,1,2
95,97,99,65,96,2,1
93,93,93,98,73,2,1
95,90,94,72,95,2,2
92,93,93,58,72,1,2
99,96,93,50,72,1,2
95,97,99,51,84,1,2
92,97,96,99,76,1,1
99,93,94,57,57,2,2
92,97,97,63,91,2,2
91,96,91,79,56,1,2
95,93,98,78,73,2,2
91,98,93,67,89,1,2
93,90,93,57,97,2,2
91,91,95,98,63,2,2
93,96,97,66,89,1,2
94,98,96,90,73,1,1
95,98,95,63,56,1,2
98,92,96,75,57,2,2
91,95,92,75,87,2,2
92,97,93,43,68,1,2
91,92,98,67,62,2,2
91,92,92,73,61,2,2
93,97,97,49,80,2,2
99,94,95,73,45,2,2
90,98,97,69,54,2,2
99,95,93,97,82,1,1
95,91,98,79,50,2,2
98,99,94,98,92,1,1
91,97,93,44,57,1,2
95,93,94,90,54,2,2
94,93,96,41,67,1,2
93,95,96,78,77,2,2
97,92,90,64,85,2,2
94,98,98,92,70,2,1
97,99,95,61,89,1,2
94,92,95,68,96,2,2
94,90,98,95,68,2,2
93,95,97,84,64,2,2
99,93,91,54,90,2,2
95,92,92,57,50,2,2
98,98,97,67,48,2,2
93,96,99,84,97,1,1
96,94,97,68,64,1,2
92,90,90,51,77,2,2
98,95,99,84,84,1,1
93,97,95,60,41,1,2
98,91,98,56,43,1,2
94,99,92,49,64,2,2
90,95,94,47,70,1,2
92,92,91,64,93,1,2
93,95,95,40,55,1,2
98,92,90,95,80,2,1
92,96,94,57,54,1,2
94,91,94,97,49,2,2
92,97,98,72,63,1,2
97,92,95,54,72,1,2
91,90,91,61,68,1,2
90,96,91,42,43,1,3
99,96,93,63,53,2,2
92,95,99,66,65,1,2
99,98,90,76,74,1,2
90,97,91,53,86,1,2
91,98,90,61,92,2,2
97,99,99,82,77,1,1
93,95,93,63,73,2,2
93,92,92,80,85,2,2
91,95,92,53,45,1,2
95,96,92,54,40,1,2
96,93,94,47,47,1,2
95,94,90,47,55,1,2
99,92,92,97,58,1,2
93,97,97,45,41,2,3
91,98,96,86,54,2,2
93,95,92,87,80,2,2
90,90,91,97,71,1,2
91,95,99,88,53,1,2
94,93,90,58,58,1,2
96,98,97,66,85,2,2
91,92,98,81,78,2,2
92,96,91,79,91,2,2
96,97,96,76,60,1,2
93,95,97,63,44,2,2
92,90,97,67,74,1,2
96,93,97,91,58,1,2
94,99,93,55,81,1,2
99,94,91,65,67,2,2
91,92,97,82,97,1,1
94,91,91,61,43,1,2
99,93,96,81,45,1,2
97,97,92,68,62,1,2
98,93,94,56,59,1,2
98,94,93,71,55,1,2
99,95,99,52,55,2,2
99,92,99,93,59,2,2
97,91,99,78,86,1,1
96,95,90,47,54,2,2
90,96,90,51,92,1,2
95,95,96,43,84,1,2
97,96,94,72,83,1,2
99,98,93,67,96,2,1
92,96,97,53,85,2,2
94,95,95,42,58,1,2
97,97,96,97,62,2,2
96,99,92,55,73,1,2
95,97,95,60,50,2,2
92,96,93,98,61,2,2
92,90,90,54,93,1,2
92,97,96,43,57,1,2
92,95,97,76,91,2,1
92,93,97,70,61,2,2
96,90,97,50,46,1,2
95,92,95,92,49,2,2
90,94,93,65,92,2,2
99,95,94,85,44,1,2
95,99,93,48,96,1,2
90,98,95,93,66,1,2
90,91,92,89,85,2,2
92,90,95,58,52,2,2
93,91,96,93,62,1,2
90,93,95,99,62,2,2
97,95,92,64,69,2,2
91,93,90,94,74,1,2
97,90,90,86,51,2,2
91,98,95,87,53,2,2
96,91,92,47,87,1,2
99,99,98,80,65,1,2
98,98,96,61,67,1,2
94,99,92,98,43,1,2
95,96,92,76,83,2,2
95,95,96,45,61,2,2
98,97,95,53,41,1,2
94,92,93,55,86,1,2
90,96,91,46,93,1,2
96,92,91,93,43,1,2
97,93,97,43,54,1,2
91,97,90,93,54,1,2
90,91,99,86,93,1,1
92,91,94,83,67,1,2
98,90,95,86,97,1,1
91,91,94,52,59,1,2
97,95,96,71,74,2,2
94,93,94,95,77,1,1
96,93,90,78,61,1,2
94,98,93,44,77,2,2
92,99,91,77,77,1,2
91,94,98,67,70,1,2
90,99,92,73,73,2,2
99,97,99,73,73,2,2
93,99,92,79,75,2,2
99,99,93,77,49,2,2
97,92,99,41,69,2,2
93,96,90,65,80,2,2
97,94,91,82,87,2,1
96,95,96,66,69,2,2
95,99,99,67,83,2,2
93,93,99,50,74,2,2
98,99,92,58,91,2,2
97,99,99,55,76,1,2
96,97,91,95,75,1,1
95,91,99,82,45,2,2
90,98,96,78,90,1,1
92,98,98,92,96,1,1
97,95,98,94,65,1,2
99,95,94,80,62,2,2
92,95,90,97,92,1,1
97,92,92,99,64,2,2
95,90,90,67,80,2,2
95,99,92,74,62,2,2
97,99,90,67,77,2,2
92,97,93,57,55,2,2
99,98,92,45,80,2,2
95,99,94,92,59,1,2
91,91,97,47,85,1,2
93,93,92,96,98,2,1
96,94,95,49,55,1,2
92,96,95,48,41,2,3
94,94,96,42,79,1,2
98,96,93,46,92,2,2
97,93,90,91,57,1,2
96,90,91,63,94,2,2
97,95,99,66,90,1,2
98,91,90,67,74,1,2
91,98,92,66,96,2,2
99,92,98,83,59,2,2
95,98,95,81,88,2,1
99,91,99,64,67,1,2
90,94,92,97,58,1,2
95,99,98,74,58,2,2
90,92,99,95,48,1,2
93,99,90,66,41,2,2
99,97,90,45,88,1,2
90,99,93,92,94,2,1
94,93,91,55,61,1,2
94,96,91,98,86,2,1
90,95,96,69,75,2,2
98,96,97,61,67,2,2
99,98,93,75,53,2,2
96,90,92,97,87,1,1
97,91,90,87,62,1,2
90,98,91,48,79,1,2
90,90,99,94,49,2,2
90,90,98,67,92,2,2
93,98,97,83,87,1,1
94,92,97,52,65,1,2
97,95,94,57,72,1,2
98,94,91,80,90,1,1
98,91,95,48,85,2,2
99,96,92,44,63,2,2
91,95,96,71,70,1,2
90,94,95,91,99,1,1
99,93,97,40,72,2,2
95,96,91,95,66,2,2
97,95,97,71,93,1,1
98,91,99,80,97,1,1
94,94,98,41,88,1,2
95,97,90,74,99,2,1
91,91,99,55,41,1,2
98,90,98,53,42,2,2
96,94,95,83,71,2,2
92,92,93,49,95,1,2
93,93,94,97,63,2,2
98,99,98,98,66,1,1
94,94,95,40,98,1,2
92,95,99,67,48,1,2
97,98,98,55,79,1,2
90,90,93,54,81,1,2
91,90,99,43,45,2,3
95,93,98,43,89,1,2
97,93,90,48,86,2,2
95,95,93,71,78,2,2
94,97,94,85,92,1,1
94,97,97,89,50,2,2
99,92,98,80,64,1,2
96,99,93,45,96,1,2
92,93,91,73,80,1,2
94,95,92,70,47,2,2
91,98,94,72,81,1,2
98,98,97,53,91,2,2
94,91,99,75,62,1,2
94,93,98,43,70,2,2
92,94,98,60,80,2,2
96,95,96,72,93,1,1
90,92,97,80,99,1,1
97,99,96,46,54,1,2
93,96,97,41,45,2,3
92,94,96,66,44,2,2
93,95,98,41,44,1,3
94,90,98,75,69,1,2
95,95,90,61,82,1,2
94,95,98,93,40,1,2
90,97,96,87,79,1,2
90,99,94,78,48,2,2
96,98,95,68,95,1,1
91,98,98,40,96,2,2
98,96,99,53,71,1,2
96,94,90,70,53,2,2
94,96,92,97,97,1,1
95,92,91,48,52,2,2
95,98,90,88,68,2,2
92,90,97,86,70,2,2
99,98,98,88,61,1,2
91,98,98,86,79,1,1
96,90,96,85,75,1,2
98,92,93,98,68,2,2
97,99,91,81,63,1,2
92,93,98,57,90,2,2
93,96,94,46,97,1,2
91,92,93,94,44,2,2
96,99,91,51,59,1,2
95,90,98,64,66,1,2
91,96,97,47,57,2,2
97,97,92,96,66,1,2
96,92,99,52,87,1,2
92,99,92,87,88,2,1
96,90,98,98,59,1,2
99,90,94,40,89,2,2
91,91,95,45,65,2,2
90,91,92,67,53,1,2
98,99,92,91,54,1,2
90,99,91,98,89,1,1
99,95,94,64,89,2,2
91,97,91,62,49,2,2
98,94,95,57,71,2,2
93,90,98,52,45,1,2
95,90,94,64,72,1,2
91,98,94,97,94,1,1
94,90,97,59,59,1,2
98,93,91,48,90,1,2
90,97,97,45,61,1,2
90,98,90,87,61,1,2
91,97,99,77,66,1,2
98,90,91,93,72,2,2
97,90,94,97,44,1,2
94,91,93,63,93,1,2
94,95,91,68,97,1,2
94,94,90,86,61,2,2
96,94,95,64,69,1,2
96,97,91,58,68,2,2
97,95,96,71,65,2,2
