School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,Data_Structure,Visual_Programming,School_type,Color
99,91,92,43,52,96,82,2,2
94,99,93,61,42,90,86,1,2
92,91,99,45,53,41,64,1,3
89,93,98,92,71,92,91,2,2
98,93,99,63,91,91,69,2,2
91,98,96,62,75,65,49,2,2
94,96,94,54,53,97,57,2,2
92,90,92,62,53,80,49,2,3
98,98,90,66,75,90,69,2,2
94,92,94,65,57,54,87,2,2
85,97,97,58,65,88,87,2,2
98,99,92,70,55,43,76,2,2
90,95,93,69,62,61,59,1,2
94,98,97,64,89,82,63,2,2
91,91,90,72,54,93,42,2,2
91,94,97,52,58,61,47,1,3
96,98,98,96,90,91,92,1,1
85,90,98,54,54,67,77,1,2
93,97,91,81,40,86,93,1,2
93,93,95,63,54,40,96,2,2
90,92,98,65,53,88,71,2,2
94,95,95,79,86,62,95,2,2
97,99,98,57,73,68,99,1,2
90,90,98,72,44,53,86,2,2
98,91,90,48,74,89,56,2,2
97,91,99,66,68,72,82,2,2
91,97,99,44,93,46,42,2,3
95,94,91,82,72,86,81,1,2
99,97,91,41,88,76,65,2,2
99,94,94,82,88,82,46,1,2
90,90,93,53,83,53,96,2,2
93,97,99,62,71,60,93,2,2
91,96,90,56,41,90,30,2,3
94,99,92,94,50,51,98,1,2
94,95,91,60,84,56,72,1,2
90,98,91,70,40,68,84,1,2
93,98,98,80,82,64,83,2,2
91,91,93,51,57,52,63,2,3
95,99,90,53,71,58,74,1,2
90,96,97,66,52,52,53,2,3
93,93,91,53,86,58,50,2,3
92,90,99,80,92,40,75,1,2
96,99,97,45,56,46,95,1,2
91,98,98,67,49,44,89,2,2
98,96,92,47,82,80,55,2,2
92,95,99,65,51,51,56,2,3
93,94,92,54,93,97,40,1,2
98,95,97,70,44,67,87,1,2
93,99,95,76,99,42,81,1,2
98,92,94,90,59,72,79,1,2
92,92,95,58,78,76,66,2,2
98,98,95,46,87,55,99,2,2
94,92,91,68,46,83,71,1,2
96,98,94,70,90,46,96,1,2
94,99,96,42,83,94,50,1,2
95,98,90,46,74,94,61,2,2
98,95,97,46,44,70,61,1,3
95,94,94,51,44,78,81,1,2
98,94,97,98,44,98,93,1,2
98,96,90,97,69,87,97,2,1
93,96,91,91,83,95,92,2,1
95,92,94,46,86,74,95,1,2
90,91,90,69,55,61,65,2,3
98,92,95,68,82,83,90,2,2
99,91,95,65,87,98,54,2,2
94,93,91,75,51,46,99,2,2
91,93,98,44,57,57,49,2,3
94,93,95,52,73,77,47,2,2
90,99,94,53,78,51,75,1,2
93,99,94,79,75,62,96,1,2
97,98,97,84,51,53,57,1,2
91,99,91,70,70,70,44,1,2
91,92,90,76,67,77,60,1,2
90,96,96,45,98,50,56,1,2
95,91,94,74,45,56,92,2,2
94,94,97,97,99,55,49,2,2
94,96,96,99,74,74,50,1,2
92,92,90,81,53,89,84,2,2
94,98,99,98,95,79,56,2,2
91,94,97,68,52,93,53,2,2
93,92,93,61,98,79,87,1,2
90,93,97,70,85,73,57,2,2
99,96,99,85,52,84,81,1,2
92,92,99,44,65,75,64,1,2
96,90,91,66,61,79,89,1,2
91,91,93,94,63,94,73,2,2
99,99,95,82,74,65,70,2,2
92,97,90,60,86,57,89,1,2
88,99,96,52,97,75,71,1,2
97,90,99,73,68,45,80,2,2
95,90,92,85,58,83,91,2,2
93,95,98,45,77,76,43,1,2
90,92,98,99,50,62,54,1,2
92,98,95,76,96,78,82,1,2
94,93,97,93,75,88,49,1,2
90,91,93,53,44,76,59,2,3
96,92,90,40,41,63,90,2,3
94,96,97,69,45,59,55,1,3
97,93,94,60,93,87,76,1,2
95,97,99,91,76,84,71,2,2
99,98,94,41,42,60,80,2,3
99,91,91,52,91,85,73,1,2
97,98,92,78,61,49,42,2,3
90,98,94,85,94,54,63,1,2
90,94,92,71,46,74,51,1,3
99,97,99,67,85,88,49,2,2
99,91,97,73,53,84,75,2,2
93,93,95,90,82,94,47,2,2
96,94,94,43,47,54,97,2,2
99,99,94,61,51,61,99,2,2
96,95,95,79,63,94,47,1,2
95,95,95,43,86,52,81,1,2
96,91,90,76,91,80,82,2,2
99,97,92,82,53,68,48,2,2
90,95,91,67,83,69,44,2,2
91,96,96,46,50,61,87,1,2
94,93,93,85,74,57,48,2,2
92,98,91,97,83,64,90,2,2
96,93,95,57,83,62,92,2,2
95,90,98,46,76,62,51,1,3
99,97,90,95,55,55,62,2,2
91,94,90,56,88,71,78,2,2
92,97,92,87,79,58,81,2,2
91,90,95,90,25,80,71,1,2
97,95,99,88,70,68,59,1,2
85,96,98,83,46,58,95,1,2
91,90,97,62,98,89,61,1,2
92,90,98,78,69,68,94,1,2
92,93,99,41,94,72,74,1,2
91,99,96,66,72,48,52,2,3
91,93,90,44,94,61,70,1,2
97,95,96,58,56,46,97,1,2
99,91,94,93,87,44,77,2,2
96,96,92,98,43,62,57,2,2
92,91,94,98,85,79,44,2,2
94,95,95,58,68,55,90,1,2
91,94,92,86,80,45,78,1,2
91,96,95,74,99,60,53,2,2
97,94,91,94,49,85,50,1,2
92,92,95,45,95,65,52,2,2
90,92,91,78,71,75,40,2,2
92,94,97,43,60,96,77,1,2
91,90,90,40,76,97,81,2,2
90,96,95,91,85,75,42,1,2
99,99,95,85,47,75,44,1,2
95,96,97,83,48,45,93,2,2
92,98,91,81,84,70,64,2,2
94,95,90,66,43,56,68,2,3
93,93,94,62,73,40,74,1,2
91,92,90,61,60,79,69,2,2
90,90,99,97,65,71,60,2,2
96,97,92,81,86,97,89,2,1
92,92,92,43,87,67,94,2,2
96,95,93,85,44,82,89,2,2
93,99,92,52,98,65,77,2,2
93,93,91,69,80,72,75,1,2
94,92,95,41,60,80,95,1,2
90,92,97,28,53,51,60,1,3
98,98,93,99,95,43,53,2,2
97,93,96,93,40,85,47,2,2
94,93,94,87,94,83,49,1,2
94,96,95,48,46,44,52,2,3
99,96,95,60,92,77,51,2,2
99,90,94,88,73,55,63,1,2
91,94,99,71,93,74,57,1,2
92,93,97,97,93,49,84,1,2
94,95,96,64,59,72,50,2,2
96,96,96,90,76,74,95,2,2
95,90,99,58,55,61,61,1,3
96,95,98,90,59,78,73,1,2
91,99,94,54,40,56,77,1,3
92,95,96,53,74,91,70,2,2
91,92,93,91,41,65,47,1,3
95,99,94,85,43,44,56,2,3
97,90,90,79,94,91,43,2,2
93,98,91,73,67,82,41,1,2
90,99,92,86,63,41,94,2,2
96,97,98,52,59,86,50,2,2
99,97,96,50,81,75,62,1,2
91,98,98,62,91,53,69,2,2
99,98,93,47,74,64,61,1,2
92,90,95,50,60,72,40,1,3
97,92,92,80,94,97,98,2,1
95,95,99,71,70,42,88,2,2
90,98,99,99,67,77,51,1,2
94,93,93,54,73,46,42,2,3
93,99,93,94,43,98,52,2,2
90,95,95,86,48,79,53,2,2
99,99,99,80,88,67,52,2,2
92,90,98,58,54,75,88,2,2
99,98,94,84,41,85,64,2,2
93,99,90,53,66,97,46,1,2
90,95,92,58,79,82,60,2,2
91,95,95,50,81,84,34,2,2
96,92,94,56,80,78,98,2,2
95,97,97,86,55,73,73,1,2
98,95,97,51,87,46,42,1,3
95,96,91,96,63,51,46,1,2
98,96,91,81,74,62,71,2,2
95,98,98,50,99,74,95,2,2
97,92,91,98,55,62,76,1,2
96,97,98,74,66,77,46,2,2
96,99,98,53,97,94,64,2,2
92,95,96,62,76,82,87,1,2
98,97,95,76,68,59,61,1,2
92,99,90,43,41,48,51,2,3
97,94,90,53,99,64,67,2,2
99,92,98,85,57,62,94,2,2
90,91,96,74,44,66,86,1,2
95,95,97,85,75,45,44,2,2
92,93,96,58,81,88,81,2,2
98,96,93,92,93,67,47,1,2
96,99,93,53,94,52,71,2,2
92,91,97,58,42,58,47,1,3
96,92,96,78,91,40,60,1,2
94,99,93,46,51,96,47,1,2
93,98,90,97,97,89,86,1,1
98,99,99,46,69,67,65,1,2
99,96,92,67,76,65,48,2,2
98,97,95,54,40,68,79,2,2
95,96,98,81,75,40,69,2,2
92,92,98,41,53,55,56,1,3
90,94,95,63,52,41,81,2,3
92,98,93,88,54,64,95,1,2
96,94,94,68,67,93,41,1,2
95,98,92,84,63,56,65,1,2
97,90,96,71,88,77,91,1,2
93,96,97,70,62,93,76,2,2
92,91,93,76,86,84,42,2,2
85,94,94,68,85,80,59,2,2
90,97,91,81,65,43,84,2,2
98,99,91,46,73,25,55,1,3
96,95,93,54,48,87,50,2,3
93,94,93,50,48,95,85,2,2
98,98,97,96,77,68,57,1,2
92,99,93,85,69,55,63,1,2
99,94,94,80,85,80,68,2,2
96,98,94,64,52,48,53,2,3
97,93,90,51,87,54,45,1,3
92,93,98,64,58,68,87,2,2
92,90,98,73,73,99,63,2,2
96,98,91,64,50,41,81,2,3
93,94,95,72,40,77,88,2,2
91,90,94,90,77,46,62,1,2
93,91,96,71,86,94,48,1,2
97,97,99,97,93,49,69,1,2
93,95,99,68,60,89,76,2,2
99,95,92,49,81,61,57,1,2
93,92,97,59,92,74,91,1,2
97,92,96,78,94,97,56,2,2
95,96,92,84,90,50,49,2,2
97,95,91,95,62,74,54,2,2
91,99,98,53,44,77,55,1,3
93,93,97,76,32,62,85,1,2
91,97,96,88,98,68,73,2,2
97,95,92,78,73,96,41,2,2
96,93,91,93,78,98,73,1,2
93,90,99,99,67,44,85,1,2
99,91,95,97,84,99,52,1,2
98,94,94,46,81,69,66,2,2
94,94,97,76,94,74,56,2,2
91,95,93,84,71,40,53,2,2
98,94,96,58,42,94,59,1,2
90,97,91,54,59,56,99,1,2
95,91,99,75,44,65,44,2,3
90,97,93,91,69,60,51,2,2
92,90,95,77,86,40,40,1,3
95,91,90,78,96,89,54,2,2
97,98,97,50,68,82,65,2,2
94,91,93,86,69,73,42,2,2
96,98,96,47,88,60,90,2,2
93,95,98,69,78,59,93,1,2
92,98,99,96,82,82,95,2,1
92,91,90,74,82,64,75,1,2
92,94,91,46,37,62,43,1,3
99,90,97,92,94,45,74,1,2
96,94,92,71,89,60,64,1,2
91,92,93,73,42,65,63,2,3
92,95,92,42,78,40,74,2,3
97,92,96,71,54,86,93,2,2
92,95,90,44,64,52,86,2,3
99,96,96,55,77,62,77,2,2
96,92,94,61,58,70,98,2,2
93,94,96,73,75,94,59,1,2
92,93,91,54,87,83,59,2,2
97,97,95,75,89,40,64,2,2
90,92,92,42,99,54,83,2,2
99,96,96,59,68,71,89,2,2
92,95,98,91,83,46,64,1,2
93,91,99,89,44,95,43,1,2
96,93,98,75,45,67,79,2,2
90,90,94,41,44,72,69,2,3
90,98,97,47,74,53,76,2,2
91,98,90,92,41,74,52,1,2
92,96,93,50,91,43,61,1,2
98,98,90,50,77,40,60,1,3
93,94,92,83,76,80,70,1,2
91,97,91,76,98,96,50,1,2
90,96,98,74,53,92,71,1,2
99,94,90,62,83,75,97,2,2
99,96,92,52,63,56,55,1,3
90,90,94,90,99,85,56,1,2
90,97,98,46,87,85,56,1,2
98,98,92,74,51,96,88,1,2
92,93,96,44,92,78,70,2,2
92,90,98,29,82,61,89,1,2
95,99,95,53,77,95,85,1,2
97,90,90,54,79,63,98,2,2
91,94,93,62,55,60,49,1,3
93,93,92,75,94,92,93,2,1
98,91,99,49,77,80,86,1,2
91,92,96,43,81,46,77,1,2
97,96,98,82,53,51,52,1,2
91,94,91,57,50,41,85,1,3
96,90,94,57,54,53,78,2,3
93,92,90,93,91,88,51,2,2
90,97,95,50,94,50,40,1,3
96,97,91,80,40,58,64,2,2
97,96,90,97,57,92,52,1,2
91,92,94,95,81,75,67,1,2
90,99,98,50,94,60,66,1,2
91,94,92,86,64,84,62,2,2
92,98,96,94,89,75,90,2,1
97,94,93,68,41,52,53,1,3
94,93,92,41,95,47,49,2,3
95,92,91,92,83,53,95,2,2
94,96,97,45,43,72,73,1,3
92,98,93,85,44,51,95,1,2
96,98,94,94,92,90,79,1,1
98,96,94,55,64,70,59,1,2
92,94,90,98,71,66,67,1,2
95,94,92,77,93,79,55,2,2
97,92,91,85,40,98,83,2,2
92,93,93,80,51,93,73,1,2
89,90,97,68,82,82,75,2,2
93,99,93,46,87,65,65,1,2
90,91,96,94,43,57,58,1,2
96,97,91,66,94,31,64,1,2
93,93,96,74,69,71,75,1,2
95,92,93,66,87,82,92,1,2
99,96,99,44,49,98,53,1,2
92,91,93,81,94,62,94,1,2
98,95,95,40,73,46,48,2,3
97,97,96,69,69,81,95,2,2
93,90,94,44,83,57,42,2,3
95,96,94,75,77,86,80,2,2
97,97,90,41,94,83,95,2,2
93,94,98,96,46,61,42,1,2
97,94,93,81,69,70,90,1,2
92,94,92,99,66,41,64,1,2
94,93,90,51,89,90,71,2,2
90,99,98,99,78,95,57,1,2
96,98,94,47,62,66,51,1,3
90,99,95,83,45,71,79,1,2
97,95,95,56,69,57,83,1,2
90,90,94,65,84,68,85,2,2
93,93,92,94,90,44,71,1,2
95,95,96,92,74,68,64,2,2
97,96,95,95,94,76,99,2,1
92,91,90,86,45,69,71,2,2
85,91,97,83,71,79,90,2,2
95,99,92,95,74,84,42,2,2
90,95,90,56,73,84,95,1,2
96,97,94,55,47,79,98,2,2
99,99,90,64,57,92,49,2,2
99,94,98,66,58,81,49,1,2
99,91,94,80,69,78,59,1,2
96,97,92,98,40,56,40,2,3
98,93,93,78,77,62,77,2,2
97,95,92,86,98,56,60,1,2
96,91,92,68,62,85,75,2,2
99,90,92,92,67,41,97,2,2
90,99,95,88,57,64,99,1,2
98,95,96,92,68,85,72,1,2
93,95,91,53,57,45,40,2,3
93,93,98,80,50,96,67,2,2
92,94,96,75,60,83,47,2,2
94,98,91,50,85,89,81,1,2
95,98,95,62,42,85,50,1,2
90,98,93,64,45,54,47,1,3
93,91,94,78,57,72,86,2,2
97,98,90,83,82,84,93,1,2
92,92,91,97,97,69,40,1,2
96,98,99,87,71,53,99,2,2
96,94,99,83,56,52,42,2,3
96,90,97,52,77,78,85,2,2
92,94,96,48,84,60,51,2,2
95,93,92,50,85,47,89,2,2
95,95,93,98,62,42,93,1,2
98,92,91,62,74,71,82,1,2
96,92,90,51,57,54,96,1,2
91,91,92,64,85,47,31,1,3
99,99,93,69,60,99,65,2,2
99,98,90,46,74,44,59,2,3
99,98,99,47,87,42,45,2,3
94,94,91,66,80,45,61,1,2
95,91,98,84,50,57,61,2,2
98,95,94,80,65,95,45,1,2
97,94,93,47,75,84,76,1,2
92,99,94,47,48,91,85,1,2
99,91,93,64,40,90,90,1,2
90,98,94,97,98,91,61,2,2
99,96,90,49,73,49,54,1,3
98,92,96,69,41,52,60,1,3
92,93,94,93,51,42,62,2,2
98,95,94,61,46,47,49,2,3
96,92,94,91,84,43,77,2,2
92,93,95,80,49,81,80,1,2
93,95,93,44,64,76,43,1,3
93,92,99,73,81,99,48,1,2
95,93,91,97,71,92,93,1,1
99,94,91,41,45,85,98,2,2
93,94,90,81,85,93,51,2,2
94,98,91,65,72,57,82,2,2
99,93,98,49,85,61,50,2,2
94,94,93,88,60,78,77,2,2
89,99,96,60,76,90,62,1,2
92,92,97,90,82,60,80,2,2
93,98,94,74,60,58,50,1,2
91,99,91,98,46,90,83,1,2
90,96,95,61,90,70,89,1,2
96,91,93,63,96,40,58,1,2
92,93,97,95,42,63,76,2,2
90,98,95,61,72,56,61,2,2
90,96,94,44,49,77,56,1,3
94,93,99,68,50,63,52,2,3
94,90,92,45,99,49,66,2,2
92,98,96,59,49,53,46,1,3
91,91,99,97,98,78,84,2,1
99,97,98,87,67,73,59,2,2
92,95,97,82,91,43,83,1,2
99,99,93,61,90,78,49,1,2
91,91,93,94,49,56,75,1,2
92,93,97,92,97,96,46,1,2
96,99,90,65,75,59,79,1,2
96,94,95,51,99,82,52,1,2
92,91,92,71,79,79,74,2,2
97,98,99,77,74,50,73,2,2
91,98,98,98,51,56,42,2,2
96,90,97,54,46,80,90,1,2
92,95,91,70,52,80,49,1,2
97,94,99,83,85,84,44,2,2
96,96,94,42,42,99,56,2,2
99,95,96,91,66,82,76,2,2
96,91,97,89,93,93,86,1,1
97,94,90,70,49,93,94,2,2
90,95,97,58,46,82,95,2,2
96,97,99,97,76,57,55,2,2
93,96,97,59,51,79,60,1,2
99,99,94,55,48,47,69,2,3
96,99,90,30,74,76,41,1,3
97,99,92,43,42,81,69,2,3
98,92,93,85,81,55,40,2,2
95,90,96,93,65,60,79,1,2
98,91,93,51,54,82,66,2,2
96,99,90,63,85,70,63,2,2
93,91,90,81,60,95,69,2,2
97,98,94,68,59,78,47,1,2
92,95,99,88,41,67,45,1,2
96,92,97,71,53,44,48,1,3
98,91,93,54,72,64,92,2,2
94,98,91,44,53,86,64,1,2
91,95,96,50,69,91,78,1,2
98,91,94,51,47,98,80,1,2
98,99,97,48,92,57,68,2,2
94,93,93,77,60,63,77,1,2
93,97,96,66,89,64,82,1,2
92,98,99,62,94,72,91,2,2
90,94,94,98,46,90,88,2,2
98,90,92,83,70,64,82,1,2
91,97,99,91,74,84,99,1,1
98,90,94,85,86,98,47,2,2
93,91,91,78,70,43,64,1,2
90,97,96,55,97,75,57,2,2
93,98,93,84,63,47,76,2,2
98,95,95,55,82,51,46,1,3
85,90,92,92,80,72,52,1,2
94,96,98,90,57,92,92,2,2
92,98,90,53,89,72,40,2,2
97,96,94,43,49,83,80,1,2
91,92,95,42,62,64,97,1,2
99,91,98,42,74,73,44,2,3
98,94,91,42,72,70,44,1,3
91,99,91,93,81,86,53,1,2
99,96,97,80,79,96,28,1,2
91,92,95,81,48,95,82,1,2
99,99,98,83,83,55,53,1,2
93,91,99,99,70,53,89,1,2
97,91,90,54,92,77,90,1,2
93,91,97,44,65,59,51,1,3
91,97,93,83,69,83,59,2,2
97,97,94,40,42,73,86,2,2
98,91,92,64,80,91,92,2,2
92,95,98,58,43,71,85,1,2
93,95,96,48,91,71,69,1,2
92,93,91,62,83,71,92,2,2
95,94,96,68,59,85,68,1,2
99,98,98,40,83,88,72,2,2
98,99,92,95,45,57,89,1,2
95,93,95,93,64,65,60,1,2
91,94,96,60,94,77,75,2,2
90,91,94,43,55,44,97,2,3
94,89,99,49,90,76,86,1,2
90,92,93,63,52,58,56,2,3
90,90,92,47,64,68,97,2,2
92,94,91,54,68,96,68,1,2
94,97,92,92,95,78,73,2,2
99,93,92,77,75,91,70,1,2
95,99,97,83,49,59,87,2,2
91,90,99,75,67,44,77,2,2
92,91,92,53,75,50,86,2,2
91,91,99,41,91,87,86,2,2
95,90,97,63,85,94,54,1,2
92,90,98,99,80,69,67,1,2
90,99,96,52,52,71,72,2,2
91,93,95,60,70,41,94,1,2
96,91,91,94,49,43,54,2,3
95,97,94,43,73,59,58,2,3
97,94,90,79,68,57,78,1,2
97,96,93,42,92,99,51,1,2
97,91,92,88,72,40,67,1,2
97,97,94,55,62,51,40,2,3
93,92,90,66,76,74,73,2,2
95,99,93,49,76,82,93,1,2
89,98,93,82,40,59,52,2,3
90,94,93,47,35,74,46,1,3
96,91,85,70,47,51,79,1,3
96,91,94,53,90,57,93,1,2
95,93,93,51,81,65,56,1,2
94,98,86,61,49,52,86,1,2
92,98,97,56,83,54,54,2,2
92,90,91,51,78,54,50,2,3
95,94,99,43,97,82,52,1,2
88,97,92,83,81,55,84,1,2
91,98,92,73,57,74,78,1,2
96,92,95,44,43,81,64,2,3
98,98,93,81,98,58,52,1,2
98,97,92,57,53,99,57,2,2
94,90,92,77,56,93,47,1,2
98,93,93,70,44,78,46,2,3
95,89,92,61,49,88,87,2,2
90,99,90,49,41,92,48,1,3
97,93,95,88,90,40,65,1,2
95,93,93,59,94,85,43,2,2
96,95,94,57,52,59,61,1,3
98,99,98,83,72,41,43,2,2
96,96,97,49,89,42,98,1,2
90,92,90,75,68,67,92,1,2
90,98,92,26,97,90,65,1,2
93,93,96,88,97,72,94,1,1
97,91,91,53,67,52,47,2,3
92,96,90,67,69,99,98,1,2
97,96,91,61,56,62,90,1,2
97,96,90,93,41,99,90,1,2
92,99,99,50,61,57,54,1,3
94,94,98,48,66,86,95,2,2
95,95,91,45,45,86,56,2,3
97,98,90,49,66,88,57,2,2
91,95,95,98,92,67,44,1,2
92,95,97,50,43,76,96,2,2
98,97,92,99,69,72,93,2,2
95,96,99,58,89,48,82,1,2
96,93,94,76,40,46,58,2,3
90,99,92,68,98,68,80,1,2
92,97,85,71,73,80,96,1,2
95,92,93,92,73,67,59,1,2
98,90,96,99,96,81,94,1,1
99,97,94,78,51,44,59,1,3
98,90,91,80,63,43,94,2,2
96,92,97,40,86,69,48,2,2
90,95,92,66,94,62,91,2,2
95,98,95,45,80,56,44,1,3
99,95,94,68,54,80,45,1,2
98,91,94,40,60,82,46,1,3
97,90,91,72,81,77,71,1,2
92,98,92,83,74,72,69,1,2
97,90,96,73,72,57,75,1,2
96,94,97,90,83,91,79,2,1
86,99,97,88,78,81,72,1,2
92,94,95,82,96,49,83,2,2
93,98,95,69,43,84,90,1,2
96,98,92,89,60,97,73,2,2
99,99,94,95,60,90,92,1,2
99,86,92,76,44,80,32,2,3
90,92,93,97,73,41,78,2,2
92,96,99,77,83,67,85,1,2
91,96,99,57,68,46,43,1,3
90,91,94,44,73,59,96,2,2
94,90,97,61,88,54,97,2,2
91,98,95,42,69,62,93,2,2
96,97,98,58,95,99,93,1,1
93,90,90,73,91,53,84,2,2
90,90,98,43,60,85,42,1,3
94,92,94,81,66,69,84,1,2
90,98,96,66,49,55,95,1,2
95,90,92,59,89,66,77,1,2
92,99,95,78,50,66,49,2,2
92,93,96,82,97,86,53,2,2
97,98,88,77,99,95,91,2,1
97,98,96,41,44,57,57,1,3
91,92,94,53,97,89,52,2,2
90,97,99,88,98,51,75,1,2
92,86,97,76,81,93,63,2,2
94,91,95,71,99,56,55,1,2
91,92,90,78,89,97,78,1,2
93,97,92,61,50,89,51,1,2
95,97,97,62,55,58,63,1,2
96,96,99,53,44,47,46,2,3
95,86,93,52,47,61,48,2,3
93,98,93,46,60,53,81,1,3
96,99,90,89,96,84,44,2,2
92,98,91,73,46,68,84,1,2
91,98,90,77,89,56,68,1,2
93,98,93,69,98,61,41,2,2
98,94,92,84,94,97,59,1,2
91,94,91,83,91,55,84,2,2
90,99,94,98,45,41,89,1,2
85,95,90,68,64,83,95,1,2
93,97,96,89,46,91,41,2,2
92,92,94,49,67,92,80,1,2
95,99,99,91,85,53,96,2,2
94,99,99,97,76,83,59,1,2
98,93,94,42,68,54,52,2,3
91,86,89,85,90,49,72,2,2
96,96,92,95,35,99,65,2,2
99,90,95,99,67,99,57,2,2
96,99,90,47,51,87,57,2,2
97,94,98,44,76,74,75,2,2
96,96,93,83,65,49,63,2,2
97,98,97,91,81,67,87,2,2
99,90,98,69,82,48,46,1,2
91,98,96,54,90,55,46,1,2
90,99,92,85,94,52,68,2,2
97,95,94,55,53,70,87,2,2
92,96,97,51,78,47,65,1,2
92,91,90,79,53,99,84,1,2
92,92,97,74,46,52,62,2,3
94,94,93,71,50,66,61,2,2
98,97,92,48,60,98,82,1,2
93,99,97,76,50,33,65,2,3
99,93,95,54,56,51,46,1,3
95,87,93,96,60,81,62,1,2
93,92,86,98,64,81,88,1,2
92,90,93,74,90,97,42,1,2
95,95,95,78,76,98,82,2,2
96,96,96,51,41,97,80,1,2
99,95,92,64,54,89,82,1,2
98,94,90,68,82,67,46,1,2
96,99,93,65,55,61,85,1,2
98,97,99,97,48,57,88,2,2
98,91,92,48,44,60,69,2,3
98,98,91,83,69,40,68,2,2
96,94,95,48,92,42,72,2,2
91,95,95,41,64,45,62,2,3
91,93,93,77,46,57,64,2,3
91,95,94,99,89,86,50,2,2
96,99,91,72,59,42,90,2,2
97,91,89,55,82,61,42,2,3
94,92,93,52,58,75,51,2,3
91,90,95,80,60,41,46,2,3
94,97,92,68,48,54,73,2,2
97,91,90,97,51,72,48,1,2
96,85,97,65,41,71,62,2,3
91,97,90,85,40,79,54,2,2
92,91,95,72,95,66,63,2,2
95,99,94,84,59,78,70,2,2
94,95,90,95,94,62,71,1,2
98,97,96,68,56,89,88,2,2
96,94,98,73,53,43,77,2,2
95,87,98,97,71,40,57,1,2
94,99,90,59,62,69,58,2,2
96,99,98,58,99,52,90,1,2
97,90,97,68,85,79,99,1,2
98,98,93,60,48,86,71,2,2
92,97,96,89,55,64,52,2,2
96,95,95,55,98,73,92,1,2
92,94,93,53,76,49,49,2,3
92,90,94,54,52,48,46,1,3
96,92,91,87,65,41,34,1,3
93,94,85,72,49,79,61,2,2
96,98,92,46,64,84,98,2,2
91,91,86,80,64,70,57,1,2
90,93,99,72,54,57,70,1,2
92,97,98,76,89,46,98,2,2
98,98,97,65,69,86,53,1,2
92,99,98,80,46,46,75,1,2
95,94,91,80,57,47,45,1,3
93,95,92,59,47,98,60,2,2
93,97,90,66,68,56,68,1,2
98,98,90,100,56,54,92,1,2
98,87,98,89,56,69,63,2,2
98,90,95,63,93,58,64,2,2
96,93,97,53,87,55,65,2,2
90,90,90,91,88,95,64,2,2
98,90,90,80,86,70,97,2,2
96,90,99,74,54,63,92,2,2
93,96,96,52,60,88,66,2,2
96,94,96,67,81,50,65,1,2
99,94,99,44,43,47,58,2,3
96,96,86,77,63,74,52,2,2
93,90,94,25,52,58,57,1,3
87,98,90,79,40,45,67,2,3
90,96,90,75,52,99,86,1,2
90,90,94,66,63,48,86,1,2
90,96,92,41,81,87,95,1,2
94,91,90,57,93,93,42,1,2
91,95,92,82,44,71,94,1,2
94,86,93,84,51,83,83,1,2
93,98,97,94,88,69,68,2,2
94,94,99,81,97,91,84,1,1
93,99,99,73,76,81,51,1,2
96,92,91,85,94,86,57,1,2
90,93,99,94,65,62,45,1,2
98,94,89,91,56,67,55,1,2
98,96,98,78,99,75,62,1,2
91,90,90,47,75,79,59,2,2
91,96,90,83,83,50,51,1,2
95,92,97,99,47,63,75,1,2
90,99,90,63,99,69,93,1,2
92,91,94,43,42,92,69,2,3
99,97,91,97,84,91,66,2,2
97,94,95,91,54,99,40,1,2
93,95,92,59,84,42,49,1,3
91,94,86,78,78,42,44,2,3
95,96,97,50,89,81,95,1,2
93,91,95,57,71,63,88,2,2
95,94,99,42,60,53,68,1,3
95,91,99,57,66,81,98,1,2
98,92,98,70,83,46,80,2,2
90,91,92,93,58,97,69,2,2
91,99,91,67,86,92,78,2,2
96,91,97,42,95,98,41,2,2
97,98,94,59,67,66,70,1,2
97,99,90,65,77,75,78,2,2
92,97,90,82,64,45,70,2,2
96,93,91,99,76,25,98,1,2
96,91,98,94,41,87,99,1,2
98,94,95,71,89,40,56,1,2
95,94,86,44,91,89,83,2,2
85,98,96,50,85,66,63,2,2
92,96,96,51,83,81,65,2,2
90,96,90,55,98,52,72,1,2
91,90,92,53,73,59,64,1,3
91,87,96,88,78,61,74,1,2
94,99,93,49,81,69,79,2,2
91,99,98,56,91,76,74,2,2
92,93,94,78,41,58,57,2,3
99,95,93,91,71,61,73,2,2
91,99,97,64,93,84,68,2,2
90,85,98,89,82,58,98,2,2
93,93,93,77,96,41,88,2,2
95,90,92,94,95,43,96,2,2
98,94,89,64,85,65,72,1,2
93,90,99,86,94,64,37,1,2
92,87,96,49,47,94,68,1,2
90,99,86,71,55,91,74,2,2
94,95,95,40,85,41,92,2,2
97,93,95,59,85,66,85,1,2
97,99,96,45,63,52,64,2,3
96,99,94,91,77,93,78,2,2
91,97,91,42,42,89,85,2,2
94,88,94,77,79,79,46,1,2
99,97,99,42,66,54,45,2,3
92,91,91,43,53,96,68,1,2
91,97,85,84,52,65,98,1,2
96,93,91,79,98,96,54,1,2
95,96,91,94,43,64,99,1,2
91,97,90,52,78,62,60,2,2
92,99,93,53,96,44,73,2,2
96,92,95,63,87,74,57,1,2
94,87,99,72,44,53,98,2,2
97,92,95,47,44,54,68,1,3
92,98,92,64,78,57,53,1,2
99,93,88,46,69,41,67,2,3
